866495,3.29,700,-164,-16020
866509,3.29,784,-220,-16088
866523,3.29,1032,-232,-16096
866537,3.29,800,-264,-16124
866551,3.29,684,-292,-16096
866565,3.29,804,-188,-16020
866579,3.29,784,-252,-16076
866593,3.29,708,-316,-16280
866607,3.29,852,-244,-16064
866621,3.29,748,-244,-16012
866635,3.29,684,-236,-15816
866649,3.29,840,-280,-16028
866663,3.29,792,-268,-16000
866677,3.29,756,-272,-16008
866691,3.29,792,-284,-16048
866705,3.29,640,-292,-15988
866719,3.29,652,-196,-16124
866733,3.29,784,-248,-16076
866747,3.29,792,-240,-16100
866761,3.29,872,-276,-15984
866775,3.29,656,-204,-16080
866789,3.29,824,-272,-15976
866803,3.29,736,-252,-16108
866817,3.29,768,-244,-16128
866831,3.29,816,-328,-15984
866845,3.29,820,-244,-16100
866859,3.29,808,-324,-16152
866873,3.29,740,-296,-15992
866887,3.29,832,-168,-16100
866901,3.29,764,-324,-15972
866915,3.29,712,-208,-16052
866929,3.29,776,-292,-16132
866943,3.29,704,-312,-16192
866957,3.29,728,-200,-16072
866971,3.29,784,-224,-16104
866985,3.29,736,-172,-16012
866999,3.29,740,-264,-16004
867013,3.29,780,-364,-16100
867027,3.29,804,-212,-15932
867041,3.29,736,-320,-16056
867055,3.29,788,-284,-16100
867069,3.29,708,-260,-16136
867083,3.29,748,-136,-15924
867097,3.29,744,-316,-16048
867111,3.29,688,-220,-16160
867125,3.29,748,-256,-16076
867139,3.29,832,-224,-16032
867153,3.29,760,-200,-16192
867167,3.29,884,-228,-16224
867181,3.29,788,-216,-16132
867195,3.29,836,-336,-16020
867209,3.29,788,-204,-15988
867223,3.29,720,-236,-16056
867237,3.29,808,-276,-15988
867251,3.29,728,-296,-16044
867265,3.29,800,-208,-16168
867279,3.29,728,-308,-15900
867293,3.29,800,-284,-16044
867307,3.29,820,-208,-15976
867321,3.29,736,-260,-15836
867335,3.29,820,-260,-16148
867349,3.29,888,-200,-16080
867363,3.29,796,-288,-16104
867377,3.29,756,-184,-16100
867391,3.29,800,-252,-16024
867405,3.29,812,-300,-16016
867419,3.29,808,-224,-16120
867433,3.29,800,-196,-16024
867447,3.29,740,-300,-16020
867461,3.29,756,-208,-16004
867475,3.29,844,-328,-16172
867489,3.29,880,-248,-16044
867503,3.29,796,-348,-15948
867517,3.29,860,-236,-15996
867531,3.29,780,-288,-16048
867545,3.29,672,-316,-16112
867559,3.31,732,-336,-16112
867573,3.28,768,-308,-16072
867587,3.29,796,-312,-16140
867601,3.29,744,-216,-16224
867615,3.29,760,-240,-15912
867629,3.29,764,-232,-16012
867643,3.29,680,-304,-15976
867657,3.29,828,-224,-15916
867671,3.29,804,-288,-16024
867685,3.29,644,-148,-16132
867699,3.29,760,-232,-16128
867713,3.29,800,-288,-16196
867727,3.29,816,-284,-16068
867741,3.29,836,-232,-15992
867755,3.29,768,-296,-16132
867769,3.29,692,-260,-16120
867783,3.29,692,-268,-16052
867797,3.29,880,-296,-16104
867811,3.29,676,-208,-16140
867825,3.29,824,-268,-16108
867839,3.29,752,-180,-15944
867853,3.29,748,-356,-16136
867867,3.29,760,-244,-15980
867881,3.29,1844,-760,-16340
867895,3.29,4416,-1964,-15836
867909,2.32,7156,-336,-16776
867923,3.62,6016,-184,-16324
867937,4.27,2432,-272,-16396
867951,3.62,2896,12,-15496
867965,2.64,3360,-256,-14912
867979,2.64,3028,-32,-16464
867993,2.97,1320,-128,-16336
868007,2.32,3156,-52,-14292
868021,2.97,2660,-212,-16360
868035,2.32,2340,12,-16480
868049,2.32,2284,-60,-15192
868063,2.64,360,848,-18112
868077,2.97,3536,48,-15640
868091,4.27,3252,188,-17064
868105,4.60,3764,-304,-14152
868119,4.27,3308,-292,-12448
868133,4.27,-1680,1084,-18084
868147,5.23,2368,404,-16072
868161,6.21,3152,-980,-19412
868175,5.88,2396,-2144,-16660
868189,7.84,4160,-456,-17980
868203,7.51,4468,1192,-14696
868217,8.16,3820,-1624,-13876
868231,8.85,1232,-600,-20068
868245,9.54,5048,-1024,-13248
868260,11.59,5704,-632,-16316
868275,11.92,3460,-336,-15380
868290,13.63,4544,-580,-10656
868305,15.35,3192,-888,-14792
868320,16.34,3720,-1600,-15852
868335,18.90,6748,-1756,-13972
868350,18.59,-1272,860,-18944
868365,18.26,5624,-2908,-14704
868380,20.19,-1048,60,-17460
868395,19.86,4488,-712,-12708
868410,22.71,-2212,1316,-18012
868425,22.11,1748,-988,-17988
868440,24.46,5216,-1312,-23324
868455,24.75,3288,-1060,-20744
868470,25.62,1728,960,-16972
868485,26.77,2344,-1352,-20448
868501,27.65,4644,-540,-14160
868517,29.10,5820,-188,-12336
868533,30.92,1240,-464,-13784
868549,31.98,1612,632,-21004
868565,34.32,-380,636,-17144
868581,35.88,6644,-2000,-9776
868597,36.10,1048,-464,-13276
