707002,2.97,844,-248,-16168
707016,2.97,780,-216,-16064
707030,2.97,820,-224,-15972
707044,2.97,724,-248,-15900
707058,2.97,716,-252,-16052
707072,2.97,704,-272,-16084
707086,2.97,696,-300,-16036
707100,2.97,732,-336,-15980
707114,2.97,668,-324,-16332
707128,2.97,840,-252,-16084
707142,2.97,716,-188,-16060
707156,2.97,660,-244,-16204
707170,2.97,832,-232,-16196
707184,2.97,732,-300,-15912
707198,2.97,676,-272,-16172
707212,2.97,768,-268,-16008
707226,2.97,736,-280,-16136
707240,2.97,724,-260,-15976
707254,2.97,764,-252,-16088
707268,2.97,676,-320,-16124
707282,2.97,712,-232,-16092
707296,2.97,788,-224,-16048
707310,2.97,788,-260,-16100
707324,2.97,700,-244,-15988
707338,2.97,796,-308,-15960
707352,2.97,744,-280,-16000
707366,2.97,660,-76,-16136
707380,2.97,700,-196,-16000
707394,2.97,808,-244,-15944
707408,2.97,732,-132,-16080
707422,2.97,828,-196,-16024
707436,2.97,800,-240,-15932
707450,2.97,740,-224,-16208
707466,2.97,792,-252,-16172
707480,2.97,724,-240,-16060
707494,2.97,696,-188,-16068
707508,2.97,824,-292,-16084
707522,2.97,700,-300,-16136
707536,2.97,752,-332,-16116
707550,2.97,692,-220,-15876
707564,2.97,744,-152,-16140
707578,2.97,804,-376,-16008
707592,2.97,796,-204,-16108
707606,2.97,732,-232,-16008
707620,2.97,744,-188,-15944
707634,2.97,724,-220,-16108
707648,2.97,724,-168,-15972
707662,2.97,684,-248,-16132
707676,2.97,788,-320,-16144
707690,2.97,700,-240,-16152
707704,2.97,868,-148,-15988
707718,2.97,724,-260,-16068
707732,2.97,760,-320,-16220
707746,2.97,768,-180,-16088
707760,2.97,808,-188,-16076
707774,2.97,768,-148,-16084
707788,2.97,748,-232,-16140
707802,2.97,844,-224,-16088
707816,2.97,784,-228,-15872
707830,2.97,760,-168,-16064
707844,2.97,640,-188,-16044
707858,2.97,772,-176,-16056
707872,2.97,692,-228,-16068
707886,2.97,884,-252,-16100
707900,2.97,808,-128,-16000
707914,2.97,812,-192,-16028
707928,2.97,724,-288,-16004
707942,2.97,696,-200,-15972
707956,2.97,780,-332,-16188
707970,2.97,784,-344,-16040
707984,2.97,792,-232,-15976
707998,2.97,800,-148,-16236
708012,2.97,728,-124,-16192
708026,2.97,716,-152,-16016
708040,2.97,800,-192,-16180
708054,2.97,732,-288,-16008
708068,2.97,816,-328,-15988
708082,2.97,720,-312,-16036
708096,2.97,716,-136,-16124
708110,2.97,660,-228,-16124
708124,2.97,764,-352,-16128
708138,2.97,692,-304,-16120
708152,2.97,728,-220,-16036
708166,2.97,892,-272,-16128
708180,2.97,724,-308,-15956
708194,2.97,736,-244,-16012
708208,2.97,728,-220,-16144
708222,2.97,784,-208,-16184
708236,2.97,776,-236,-16136
708250,2.97,736,-192,-15992
708264,2.97,760,-308,-15944
708278,2.97,800,-264,-16108
708292,2.97,704,-196,-16016
708306,2.97,768,-320,-16076
708320,2.97,828,-164,-16060
708334,2.97,716,-236,-16048
708348,2.97,828,-208,-16212
708362,2.97,824,-224,-15956
708376,2.97,816,-148,-16092
708390,2.97,788,-376,-16100
708404,2.97,872,-368,-16092
708418,1.66,788,-208,-16288
708432,1.66,2904,252,-14084
708446,2.64,1496,696,-15876
708460,2.64,1648,-176,-16176
708474,2.32,2696,-296,-16008
708488,2.32,1776,-324,-16044
708502,1.99,1408,-336,-15928
708516,2.97,1724,-292,-15956
708530,2.64,1864,-208,-16088
708544,2.32,1604,-368,-16020
708558,3.29,1400,-372,-16156
708572,2.97,1784,-408,-16012
708586,3.62,1884,-440,-16116
708600,3.29,1496,-140,-16020
708614,2.97,1916,-472,-16096
708628,3.62,1852,-344,-16080
708642,4.27,1576,-80,-15944
708656,4.90,1460,-140,-16172
708670,5.56,1536,-104,-16108
708684,4.92,1676,-168,-16100
708698,5.57,1480,-360,-15976
708712,4.90,1468,-312,-16136
708726,5.56,1800,-296,-16028
708740,4.92,1888,-324,-16048
708754,5.25,1660,-272,-16108
708768,5.90,1308,-212,-15940
708782,6.21,1804,-548,-16000
708796,6.53,1348,-232,-16076
708810,7.19,1704,-228,-16072
708824,7.51,1832,-284,-15944
708838,7.84,1568,-316,-16100
708852,7.84,1412,-276,-16132
708866,8.16,1304,-208,-15972
708880,8.49,1176,-96,-15988
708894,8.85,1176,268,-16164
708909,10.56,1128,-440,-16084
708924,10.56,1688,-568,-15876
708939,10.91,1764,-368,-16260
708954,12.26,2276,-300,-16340
708969,12.26,1892,-200,-15796
708984,13.98,1260,-152,-15816
708999,13.63,1936,-312,-16016
709014,16.65,2816,-164,-15832
709029,16.33,2112,-296,-16080
709044,16.02,1184,-592,-15892
709061,44.81,1680,-356,-16144
709077,30.66,2508,-448,-16052
709092,16.98,2420,-372,-16092
709107,16.65,1672,-424,-16124
709122,17.30,988,-272,-15972
709137,16.98,1672,-280,-16264
709152,17.94,2120,-92,-16064
709167,18.57,1672,-356,-16020
709182,19.23,748,-344,-15964
709197,19.86,1516,-232,-16040
709212,21.78,2060,-284,-16048
709227,21.15,908,-476,-16044
709242,21.78,524,-492,-15972
709257,22.42,1692,-360,-16136
709272,23.02,1600,-232,-16296
709287,23.29,724,-320,-16060
709302,26.50,1304,-128,-16024
709317,25.04,2144,160,-16028
709332,25.33,1432,-96,-16104
709347,26.50,236,-204,-15952
709363,27.65,1344,-120,-15984
709379,27.94,1344,72,-15956
709395,29.10,84,-120,-16052
709411,29.89,-80,-412,-15880
709427,29.36,808,-228,-16148
709443,30.15,244,-256,-16072
709459,31.73,300,-364,-15984
709475,32.48,516,-248,-16008
709491,33.27,1300,248,-16276
709507,34.04,536,368,-15576
709523,35.62,152,356,-16484
709539,36.80,372,-248,-18156
709555,35.88,2636,288,-13580
709571,36.79,1760,36,-16440
709587,38.88,700,-8,-15412
709603,38.88,364,-316,-15580
709619,38.88,596,-572,-16016
709635,39.81,488,-772,-15912
709651,41.88,576,-524,-17120
709667,42.34,1208,-432,-16160
709683,42.34,1140,-404,-16208
709699,44.61,2288,-380,-14864
709715,44.61,1604,-584,-16328
709732,45.41,1880,-412,-15968
709749,46.43,832,-204,-16180
709766,46.82,12,-12,-16224
709783,48.23,1508,-20,-16060
709800,49.60,540,-164,-16012
709817,49.22,780,-128,-16040
709834,49.60,1072,-196,-15984
709851,49.94,1240,-40,-16080
709868,49.41,996,20,-16060
709885,49.77,1124,28,-16048
709902,50.10,1804,8,-15996
709919,50.11,1360,256,-16108
709936,50.28,28640,1968,-15124
709953,50.46,13648,-112,-13628
709970,51.30,-32768,-3556,-924
709987,51.31,6180,-956,-6596
710004,51.31,-32768,19124,-32768
710021,50.63,1872,-848,-4736
710038,49.94,-2504,-924,-23384
710055,50.10,7652,16,-13576
710072,50.27,5088,-624,-9000
710089,50.13,8408,-8,-15440
710106,49.60,6308,-716,-15008
710123,50.11,3768,-472,-16324
710140,49.77,2148,-280,-15992
710157,50.27,800,-136,-16188
710174,49.94,528,-184,-16044
710191,49.60,-208,-136,-16220
710208,50.11,-732,-140,-16192
710225,49.77,-14716,580,-20336
710242,50.10,9300,-72,-12440
710259,50.10,428,-1156,-16380
710276,50.10,2668,1108,-14408
710293,50.10,3040,988,-14336
710310,50.08,-228,-408,-16776
710327,50.10,892,-128,-15868
710344,50.10,5428,-140,-12996
710361,50.08,3252,308,-14548
710378,50.10,152,-336,-15864
710395,50.11,-280,-544,-16720
710412,50.13,2124,-260,-15372
710429,50.10,1260,-260,-16008
710446,50.11,-556,-272,-16612
710463,50.10,888,-280,-16072
710480,50.11,1416,-208,-15776
710497,50.11,752,-152,-16288
710514,50.11,-304,-284,-16476
710531,50.11,1288,-224,-15820
710548,50.11,1348,-192,-15820
710565,50.11,380,-260,-16056
710582,50.13,396,-336,-16284
710599,50.10,1304,-240,-15924
710616,50.11,1068,-288,-15916
710633,50.11,272,-236,-16248
710650,50.10,708,-348,-16088
710667,50.11,1280,-272,-15836
710684,50.10,800,-296,-16076
710701,50.10,336,-336,-16176
710718,50.10,744,-240,-16120
710735,50.11,1144,-216,-15952
710752,50.11,684,-368,-15992
710769,50.11,352,-284,-16288
710786,50.10,1020,-200,-16080
710803,50.10,980,-308,-15876
710820,50.11,560,-248,-16240
710837,50.10,400,-256,-16228
710854,50.11,956,-264,-15856
710871,50.11,916,-192,-16076
710888,50.11,688,-272,-16056
710905,50.11,612,-204,-15960
710922,50.11,996,-244,-16036
710939,50.11,924,-216,-16136
710956,50.11,488,-308,-16140
710973,50.11,756,-204,-16128
710990,50.10,980,-276,-15984
711007,50.11,864,-224,-15912
711024,50.11,508,-308,-16088
711041,50.11,784,-248,-16040
711058,50.11,876,-236,-16120
711075,50.13,688,-192,-16000
711092,50.11,628,-260,-16000
711109,50.11,1000,-256,-16104
711126,50.11,708,-288,-15992
711143,50.11,628,-196,-16168

