1025536,2.64,7672,-1864,-16784
1025555,2.64,-332,-444,-16028
1025569,1.66,3296,-664,-16232
1025583,3.29,4468,-628,-16308
1025597,3.29,4592,320,-16272
1025611,3.62,2564,616,-13624
1025625,4.27,2500,-340,-15520
1025639,3.29,1996,160,-17676
1025653,2.64,2820,-120,-15540
1025667,2.32,1100,-260,-16800
1025681,1.66,2960,-272,-15616
1025695,2.32,2272,176,-14772
1025709,1.66,2288,456,-15320
1025723,1.99,2144,332,-17264
1025737,2.32,3264,-448,-17000
1025751,2.64,1604,-340,-16972
1025765,3.94,3016,-400,-14696
1025779,4.27,4500,-916,-14468
1025796,3.94,3036,-216,-14812
1025810,3.94,1396,264,-18360
1025824,3.94,2452,-1180,-14556
1025838,6.21,2760,-660,-13656
1025852,6.23,3272,-664,-15116
1025866,6.86,2712,488,-16532
1025880,6.88,4336,-832,-13056
1025894,8.85,4848,-2224,-14884
1025908,8.49,1584,-76,-13500
1025922,9.19,1364,-444,-13120
1025936,10.22,-3044,668,-22044
1025951,10.91,1960,-184,-15760
1025966,12.95,3116,-344,-15620
1025981,16.02,-428,-940,-18060
1025996,16.33,-3240,2108,-24056
1026011,16.65,3520,-308,-15932
1026026,16.65,4640,-1028,-13844
1026041,16.65,608,248,-15692
1026056,17.61,1160,600,-15780
1026071,17.61,1084,1588,-16092
1026086,18.57,4532,-1060,-17416
1026101,20.49,1988,236,-21008
1026116,20.19,500,-196,-12168
1026131,22.11,2172,-988,-17692
1026146,26.19,3980,-4,-11360
1026161,23.87,-716,-12,-17368
1026176,25.91,3312,128,-17944
1026192,28.83,1848,480,-18828
1026208,27.95,1172,372,-20236
1026224,29.38,6088,-300,-11572
1026240,30.15,732,884,-22628
1026256,31.98,5840,-188,-10952
1026272,32.48,5640,744,-19024
1026288,34.85,3180,116,-19404
1026304,35.88,2856,-412,-18956
1026320,37.27,3684,-896,-17408
1026336,38.42,-1940,1492,-21492
1026352,39.57,7784,-1468,-14400
1026368,41.19,4344,-496,-20548
1026384,42.81,8692,-1672,-11836
1026401,45.40,3824,-1900,-12224
1026418,47.21,-3596,1700,-23468
1026435,49.01,1156,332,-18608
1026452,50.46,-2184,3016,-17352
1026469,52.32,11032,-4140,-11640
1026486,53.87,3036,-292,-7288

